Postcode;Plaatsnaam;Deelgemeente;Hoofdgemeente;Provincie
4630;SOUMAGNE;Neen;SOUMAGNE;Luik
5630;Soumoy;Ja;CERFONTAINE;Namen
4950;Sourbrodt;Ja;WEISMES;Luik
6182;Souvret;Ja;COURCELLES;Henegouwen
5590;Sovet;Ja;CINEY;Namen
6997;Soy;Ja;EREZÉE;Luxemburg
5150;Soye;Ja;FLOREFFE;Namen
4900;SPA;Neen;SPA;Luik
3510;Spalbeek;Ja;HASSELT;Limburg
7032;Spiennes;Ja;MONS;Henegouwen
8587;Spiere;Ja;SPIERE-HELKIJN;West-Vlaanderen
8587;SPIERE-HELKIJN;Neen;SPIERE-HELKIJN;West-Vlaanderen
5530;Spontin;Ja;YVOIR;Namen
4140;SPRIMONT;Neen;SPRIMONT;Luik
5190;Spy;Ja;JEMEPPE-SUR-SAMBRE;Namen
2940;STABROEK;Neen;STABROEK;Antwerpen
8840;STADEN;Neen;STADEN;West-Vlaanderen
8490;Stalhille;Ja;JABBEKE;West-Vlaanderen
7973;Stambruges;Ja;BELOEIL;Henegouwen
5646;Stave;Ja;METTET;Namen
8691;Stavele;Ja;ALVERINGEM;West-Vlaanderen
4970;STAVELOT;Neen;STAVELOT;Luik
9140;Steendorp;Ja;TEMSE;Oost-Vlaanderen 
1840;Steenhuffel;Ja;LONDERZEEL;Vlaams-Brabant
9550;Steenhuize-Wijnhuize;Ja;HERZELE;Oost-Vlaanderen 
8630;Steenkerke;Ja;VEURNE;West-Vlaanderen
7090;Steenkerque;Ja;BRAINE-LE-COMTE;Henegouwen
1820;STEENOKKERZEEL;Neen;STEENOKKERZEEL;Vlaams-Brabant
9190;STEKENE;Neen;STEKENE;Oost-Vlaanderen 
4801;Stembert;Ja;VERVIERS;Luik
8400;Stene;Ja;OOSTENDE;West-Vlaanderen
1933;Sterrebeek;Ja;ZAVENTEM;Vlaams-Brabant
3512;Stevoort;Ja;HASSELT;Limburg
3650;Stokkem;Ja;DILSEN-STOKKEM;Limburg
3511;Stokrooie;Ja;HASSELT;Limburg
4987;STOUMONT;Neen;STOUMONT;Luik
6887;Straimont;Ja;HERBEUMONT;Luxemburg
6511;Strée;Ja;BEAUMONT;Henegouwen
4577;Strée-Lez-Huy;Ja;MODAVE;Luik
7110;Strépy-Bracquegnies;Ja;LA LOUVIÈRE;Henegouwen
9620;Strijpen;Ja;ZOTTEGEM;Oost-Vlaanderen 
1760;Strijtem;Ja;ROOSDAAL;Vlaams-Brabant
1853;Strombeek-Bever;Ja;GRIMBERGEN;Vlaams-Brabant
8600;Stuivekenskerke;Ja;DIKSMUIDE;West-Vlaanderen
5020;Suarlée;Ja;NAMUR;Namen
5550;Sugny;Ja;VRESSE-SUR-SEMOIS;Namen
5600;Surice;Ja;PHILIPPEVILLE;Namen
6812;Suxy;Ja;CHINY;Luxemburg
6661;Tailles;Ja;HOUFFALIZE;Luxemburg
7618;Taintignies;Ja;RUMES;Henegouwen
5060;Tamines;Ja;SAMBREVILLE;Namen
5651;Tarcienne;Ja;WALCOURT;Namen
4163;Tavier;Ja;ANTHISNES;Luik
5310;Taviers;Ja;EGHEZÉE;Namen
6662;Tavigny;Ja;HOUFFALIZE;Luxemburg
6927;TELLIN;Neen;TELLIN;Luxemburg
7520;Templeuve;Ja;TOURNAI;Henegouwen
5020;Temploux;Ja;NAMUR;Namen
9140;TEMSE;Neen;TEMSE;Oost-Vlaanderen 
6970;TENNEVILLE;Neen;TENNEVILLE;Luxemburg
1790;Teralfene;Ja;AFFLIGEM;Vlaams-Brabant
2840;Terhagen;Ja;RUMST;Antwerpen
6813;Termes;Ja;CHINY;Luxemburg
1740;TERNAT;Neen;TERNAT;Vlaams-Brabant
7333;Tertre;Ja;SAINT-GHISLAIN;Henegouwen
3080;TERVUREN;Neen;TERVUREN;Vlaams-Brabant
4560;Terwagne;Ja;CLAVIER;Luik
3980;TESSENDERLO;Neen;TESSENDERLO;Limburg
3272;Testelt;Ja;SCHERPENHEUVEL-ZICHEM;Vlaams-Brabant
3793;Teuven;Ja;VOEREN;Limburg
4910;THEUX;Neen;THEUX;Luik
6717;Thiaumont;Ja;ATTERT;Luxemburg
7070;Thieu;Ja;LE ROEULX;Henegouwen
7901;Thieulain;Ja;LEUZE-EN-HAINAUT;Henegouwen
7061;Thieusies;Ja;SOIGNIES;Henegouwen
6230;Thiméon;Ja;PONT-À-CELLES;Henegouwen
4890;Thimister;Ja;THIMISTER-CLERMONT;Luik
4890;THIMISTER-CLERMONT;Neen;THIMISTER-CLERMONT;Luik
7533;Thimougies;Ja;TOURNAI;Henegouwen
1402;Thines;Ja;NIVELLES;Waals-Brabant
6500;Thirimont;Ja;BEAUMONT;Henegouwen
4280;Thisnes;Ja;HANNUT;Luik
4791;Thommen;Ja;BURG-REULAND;Luik
5300;Thon;Ja;ANDENNE;Namen
1360;Thorembais-Les-Béguines;Ja;PERWEZ;Waals-Brabant
1360;Thorembais-Saint-Trond;Ja;PERWEZ;Waals-Brabant
7830;Thoricourt;Ja;SILLY;Henegouwen
6536;Thuillies;Ja;THUIN;Henegouwen
6530;THUIN;Neen;THUIN;Henegouwen
7350;Thulin;Ja;HENSIES;Henegouwen
7971;Thumaide;Ja;BELOEIL;Henegouwen
5621;Thy-Le-Baudouin;Ja;FLORENNES;Namen
5651;Thy-Le-Château;Ja;WALCOURT;Namen
5502;Thynes;Ja;DINANT;Namen
4367;Thys;Ja;CRISNÉE;Luik
8573;Tiegem;Ja;ANZEGEM;West-Vlaanderen
2460;Tielen;Ja;KASTERLEE;Antwerpen
9140;Tielrode;Ja;TEMSE;Oost-Vlaanderen 
3390;Tielt;Ja;TIELT-WINGE;Vlaams-Brabant
8700;TIELT;Neen;TIELT;West-Vlaanderen
3390;TIELT-WINGE;Neen;TIELT-WINGE;Vlaams-Brabant
3300;TIENEN;Neen;TIENEN;Vlaams-Brabant
4630;Tignée;Ja;SOUMAGNE;Luik
4500;Tihange;Ja;HUY;Luik
3150;Tildonk;Ja;HAACHT;Vlaams-Brabant
4130;Tilff;Ja;ESNEUX;Luik
6680;Tillet;Ja;SAINTE-ODE;Luxemburg
4420;Tilleur;Ja;SAINT-NICOLAS;Luik
5380;Tillier;Ja;FERNELMONT;Namen
1495;Tilly;Ja;VILLERS-LA-VILLE;Waals-Brabant
4557;TINLOT;Neen;TINLOT;Luik
6637;Tintange;Ja;FAUVILLERS;Luxemburg
6730;TINTIGNY;Neen;TINTIGNY;Luxemburg
2830;Tisselt;Ja;WILLEBROEK;Antwerpen
6700;Toernich;Ja;ARLON;Luxemburg
6941;Tohogne;Ja;DURBUY;Luxemburg
1570;Tollembeek;Ja;GALMAARDEN;Vlaams-Brabant
3700;TONGEREN;Neen;TONGEREN;Limburg
2260;Tongerlo;Ja;WESTERLO;Antwerpen
3960;Tongerlo;Ja;BREE;Limburg
7951;Tongre-Notre-Dame;Ja;CHIÈVRES;Henegouwen
7950;Tongre-Saint-Martin;Ja;CHIÈVRES;Henegouwen
5140;Tongrinne;Ja;SOMBREFFE;Namen
6717;Tontelange;Ja;ATTERT;Luxemburg
6767;Torgny;Ja;ROUVROY;Luxemburg
8820;TORHOUT;Neen;TORHOUT;West-Vlaanderen
4263;Tourinne;Ja;BRAIVES;Luik
1320;Tourinnes-La-Grosse;Ja;BEAUVECHAIN;Waals-Brabant
1457;Tourinnes-Saint-Lambert;Ja;WALHAIN;Waals-Brabant
7500;TOURNAI;Neen;TOURNAI;Henegouwen
6840;Tournay;Ja;NEUFCHÂTEAU;Luxemburg
7904;Tourpes;Ja;LEUZE-EN-HAINAUT;Henegouwen
6890;Transinne;Ja;LIBIN;Luxemburg
6183;Trazegnies;Ja;COURCELLES;Henegouwen
5670;Treignes;Ja;VIROINVAL;Namen
4670;Trembleur;Ja;BLÉGNY;Luik
3120;TREMELO;Neen;TREMELO;Vlaams-Brabant
7100;Trivières;Ja;LA LOUVIÈRE;Henegouwen
4280;Trognée;Ja;HANNUT;Luik
4980;TROIS-PONTS;Neen;TROIS-PONTS;Luik
4870;TROOZ;Neen;TROOZ;Luik
1480;TUBIZE;Neen;TUBIZE;Waals-Brabant
2300;TURNHOUT;Neen;TURNHOUT;Antwerpen
6833;Ucimont;Ja;BOUILLON;Luxemburg
3631;Uikhoven;Ja;MAASMECHELEN;Limburg
9290;Uitbergen;Ja;BERLARE;Oost-Vlaanderen 
8370;Uitkerke;Ja;BLANKENBERGE;West-Vlaanderen
1180;UKKEL;Neen;UKKEL;Brussel (19 gemeenten)
3832;Ulbeek;Ja;WELLEN;Limburg
5310;Upigny;Ja;EGHEZÉE;Namen
9910;Ursel;Ja;AALTER;Oost-Vlaanderen 
3054;Vaalbeek;Ja;OUD-HEVERLEE;Vlaams-Brabant
3770;Val-Meer;Ja;RIEMST;Limburg
6741;Vance;Ja;ETALLE;Luxemburg
2431;Varendonk;Ja;LAAKDAL;Antwerpen
8490;Varsenare;Ja;JABBEKE;West-Vlaanderen
5680;Vaucelles;Ja;DOISCHE;Namen
7536;Vaulx;Ja;TOURNAI;Henegouwen
6462;Vaulx-Lez-Chimay;Ja;CHIMAY;Henegouwen
6960;Vaux-Chavanne;Ja;MANHAY;Luxemburg
4530;Vaux-Et-Borset;Ja;VILLERS-LE-BOUILLET;Luik
6640;Vaux-Lez-Rosières;Ja;VAUX-SUR-SÛRE;Luxemburg
4051;Vaux-Sous-Chèvremont;Ja;CHAUDFONTAINE;Luik
6640;VAUX-SUR-SÛRE;Neen;VAUX-SUR-SÛRE;Luxemburg
3870;Vechmaal;Ja;HEERS;Limburg
5020;Vedrin;Ja;NAMUR;Namen
2431;Veerle;Ja;LAAKDAL;Antwerpen
5060;Velaine-Sur-Sambre;Ja;SAMBREVILLE;Namen
7760;Velaines;Ja;CELLES;Henegouwen
8210;Veldegem;Ja;ZEDELGEM;West-Vlaanderen
3620;Veldwezelt;Ja;LANAKEN;Limburg
7120;Vellereille-Le-Sec;Ja;ESTINNES;Henegouwen
7120;Vellereille-Les-Brayeux;Ja;ESTINNES;Henegouwen
3806;Velm;Ja;SINT-TRUIDEN;Limburg
4460;Velroux;Ja;GRÂCE-HOLLOGNE;Luik
3020;Veltem-Beisem;Ja;HERENT;Vlaams-Brabant
9620;Velzeke-Ruddershove;Ja;ZOTTEGEM;Oost-Vlaanderen 
5575;Vencimont;Ja;GEDINNE;Namen
1005;Verenigde Vergadering van de Gemeenschappelijke ;;Verenigde Vergadering van de Gemeenschappelijke ;
6440;Vergnies;Ja;FROIDCHAPELLE;Henegouwen
4537;VERLAINE;Neen;VERLAINE;Luik
5370;Verlée;Ja;HAVELANGE;Namen
9130;Verrebroek;Ja;BEVEREN-WAAS;Oost-Vlaanderen 
3370;Vertrijk;Ja;BOUTERSEM;Vlaams-Brabant
4800;VERVIERS;Neen;VERVIERS;Luik
6870;Vesqueville;Ja;SAINT-HUBERT;Luxemburg
3870;Veulen;Ja;HEERS;Limburg
8630;VEURNE;Neen;VEURNE;West-Vlaanderen
5300;Vezin;Ja;ANDENNE;Namen
7538;Vezon;Ja;TOURNAI;Henegouwen
9500;Viane;Ja;GERAARDSBERGEN;Oost-Vlaanderen 
8570;Vichte;Ja;ANZEGEM;West-Vlaanderen
6690;VIELSALM;Neen;VIELSALM;Luxemburg
4317;Viemme;Ja;FAIMES;Luik
2240;Viersel;Ja;ZANDHOVEN;Antwerpen
4577;Vierset-Barse;Ja;MODAVE;Luik
5670;Vierves-Sur-Viroin;Ja;VIROINVAL;Namen
6230;Viesville;Ja;PONT-À-CELLES;Henegouwen
1472;Vieux-Genappe;Ja;GENAPPE;Waals-Brabant
4530;Vieux-Waleffe;Ja;VILLERS-LE-BOUILLET;Luik
4190;Vieuxville;Ja;FERRIÈRES;Luik
6890;Villance;Ja;LIBIN;Luxemburg
4260;Ville-En-Hesbaye;Ja;BRAIVES;Luik
7322;Ville-Pommeroeul;Ja;BERNISSART;Henegouwen
7070;Ville-Sur-Haine;Ja;LE ROEULX;Henegouwen
7334;Villerot;Ja;SAINT-GHISLAIN;Henegouwen
4161;Villers-Aux-Tours;Ja;ANTHISNES;Luik
5630;Villers-Deux-Eglises;Ja;CERFONTAINE;Namen
6823;Villers-Devant-Orval;Ja;FLORENVILLE;Luxemburg
5600;Villers-En-Fagne;Ja;PHILIPPEVILLE;Namen
4340;Villers-L'Evêque;Ja;AWANS;Luik
6600;Villers-La-Bonne-Eau;Ja;BASTOGNE;Luxemburg
6769;Villers-La-Loue;Ja;MEIX-DEVANT-VIRTON;Luxemburg
6460;Villers-La-Tour;Ja;CHIMAY;Henegouwen
1495;VILLERS-LA-VILLE;Neen;VILLERS-LA-VILLE;Waals-Brabant
4530;VILLERS-LE-BOUILLET;Neen;VILLERS-LE-BOUILLET;Luik
5600;Villers-Le-Gambon;Ja;PHILIPPEVILLE;Namen
4280;Villers-Le-Peuplier;Ja;HANNUT;Luik
4550;Villers-Le-Temple;Ja;NANDRIN;Luik
5080;Villers-Lez-Heest;Ja;LA BRUYÈRE;Namen
7812;Villers-Notre-Dame;Ja;ATH;Henegouwen
6210;Villers-Perwin;Ja;LES BONS VILLERS;Henegouwen
6280;Villers-Poterie;Ja;GERPINNES;Henegouwen
7812;Villers-Saint-Amand;Ja;ATH;Henegouwen
7031;Villers-Saint-Ghislain;Ja;MONS;Henegouwen
4453;Villers-Saint-Siméon;Ja;JUPRELLE;Luik
6941;Villers-Sainte-Gertrude;Ja;DURBUY;Luxemburg
5580;Villers-Sur-Lesse;Ja;ROCHEFORT;Namen
6740;Villers-Sur-Semois;Ja;ETALLE;Luxemburg
1800;VILVOORDE;Neen;VILVOORDE;Vlaams-Brabant
4520;Vinalmont;Ja;WANZE;Luik
9921;Vinderhoute;Ja;LIEVEGEM;Oost-Vlaanderen 
8630;Vinkem;Ja;VEURNE;West-Vlaanderen
9800;Vinkt;Ja;DEINZE;Oost-Vlaanderen 
6461;Virelles;Ja;CHIMAY;Henegouwen
1460;Virginal-Samme;Ja;ITTRE;Waals-Brabant
5670;VIROINVAL;Neen;VIROINVAL;Namen
6760;VIRTON;Neen;VIRTON;Luxemburg
4600;VISÉ;Neen;VISÉ;Luik
3300;Vissenaken;Ja;TIENEN;Vlaams-Brabant
7511;Vitrine Magique;;Vitrine Magique;
5070;Vitrival;Ja;FOSSES-LA-VILLE;Namen
4683;Vivegnis;Ja;OUPEYE;Luik
6833;Vivy;Ja;BOUILLON;Luxemburg
1011;Vlaams Parlement;;Vlaams Parlement;
8600;Vladslo;Ja;DIKSMUIDE;West-Vlaanderen
8908;Vlamertinge;Ja;IEPER;West-Vlaanderen
9420;Vlekkem;Ja;ERPE-MERE;Oost-Vlaanderen 
8640;VLETEREN;Neen;VLETEREN;West-Vlaanderen
1602;Vlezenbeek;Ja;SINT-PIETERS-LEEUW;Vlaams-Brabant
3724;Vliermaal;Ja;KORTESSEM;Limburg
3721;Vliermaalroot;Ja;KORTESSEM;Limburg
9520;Vlierzele;Ja;SINT-LIEVENS-HOUTEM;Oost-Vlaanderen 
3770;Vlijtingen;Ja;RIEMST;Limburg
2340;Vlimmeren;Ja;BEERSE;Antwerpen
8421;Vlissegem;Ja;DE HAAN;West-Vlaanderen
7880;VLOESBERG;Neen;VLOESBERG;Henegouwen
5600;Vodecée;Ja;PHILIPPEVILLE;Namen
5680;Vodelée;Ja;DOISCHE;Namen
3790;VOEREN;Neen;VOEREN;Limburg
5650;Vogenée;Ja;WALCOURT;Namen
9700;Volkegem;Ja;OUDENAARDE;Oost-Vlaanderen 
1570;Vollezele;Ja;GALMAARDEN;Vlaams-Brabant
5570;Vonêche;Ja;BEAURAING;Namen
9400;Voorde;Ja;NINOVE;Oost-Vlaanderen 
8902;Voormezele;Ja;IEPER;West-Vlaanderen
3840;Voort;Ja;BORGLOON;Limburg
4347;Voroux-Goreux;Ja;FEXHE-LE-HAUT-CLOCHER;Luik
4451;Voroux-Lez-Liers;Ja;JUPRELLE;Luik
2290;VORSELAAR;Neen;VORSELAAR;Antwerpen
3890;Vorsen;Ja;GINGELOM;Limburg
1190;VORST;Neen;VORST;Brussel (19 gemeenten)
2430;Vorst;Ja;LAAKDAL;Antwerpen
2350;VOSSELAAR;Neen;VOSSELAAR;Antwerpen
9850;Vosselare;Ja;DEINZE;Oost-Vlaanderen 
3080;Vossem;Ja;TERVUREN;Vlaams-Brabant
4041;Vottem;Ja;HERSTAL;Luik
9120;Vrasene;Ja;BEVEREN-WAAS;Oost-Vlaanderen 
2531;Vremde;Ja;BOECHOUT;Antwerpen
3700;Vreren;Ja;TONGEREN;Limburg
5550;VRESSE-SUR-SEMOIS;Neen;VRESSE-SUR-SEMOIS;Namen
3770;Vroenhoven;Ja;RIEMST;Limburg
1043;VRT;;VRT;
1818;VTM;;VTM;
3630;Vucht;Ja;MAASMECHELEN;Limburg
9890;Vurste;Ja;GAVERE;Oost-Vlaanderen 
4570;Vyle-Et-Tharoul;Ja;MARCHIN;Luik
3473;Waanrode;Ja;KORTENAKEN;Vlaams-Brabant
9506;Waarbeke;Ja;GERAARDSBERGEN;Oost-Vlaanderen 
8020;Waardamme;Ja;OOSTKAMP;West-Vlaanderen
2550;Waarloos;Ja;KONTICH;Antwerpen
8581;Waarmaarde;Ja;AVELGEM;West-Vlaanderen
9950;Waarschoot;Ja;LIEVEGEM;Oost-Vlaanderen 
3401;Waasmont;Ja;LANDEN;Vlaams-Brabant
9250;WAASMUNSTER;Neen;WAASMUNSTER;Oost-Vlaanderen 
7784;Waasten;Ja;KOMEN-WAASTEN;Henegouwen
9185;WACHTEBEKE;Neen;WACHTEBEKE;Oost-Vlaanderen 
7971;Wadelincourt;Ja;BELOEIL;Henegouwen
6223;Wagnelée;Ja;FLEURUS;Henegouwen
6900;Waha;Ja;MARCHE-EN-FAMENNE;Luxemburg
5377;Waillet;Ja;SOMME-LEUZE;Namen
8720;Wakken;Ja;DENTERGEM;West-Vlaanderen
5650;WALCOURT;Neen;WALCOURT;Namen
2800;Walem;Ja;MECHELEN;Antwerpen
1457;WALHAIN;Neen;WALHAIN;Waals-Brabant
1457;Walhain-Saint-Paul;Ja;WALHAIN;Waals-Brabant
4711;Walhorn;Ja;LONTZEN;Luik
3401;Walsbets;Ja;LANDEN;Vlaams-Brabant
3401;Walshoutem;Ja;LANDEN;Vlaams-Brabant
3740;Waltwilder;Ja;BILZEN;Limburg
1741;Wambeek;Ja;TERNAT;Vlaams-Brabant
5570;Wancennes;Ja;BEAURAING;Namen
4020;Wandre;Ja;LIÈGE;Luik
6224;Wanfercée-Baulet;Ja;FLEURUS;Henegouwen
3400;Wange;Ja;LANDEN;Vlaams-Brabant
6220;Wangenies;Ja;FLEURUS;Henegouwen
5564;Wanlin;Ja;HOUYET;Namen
4980;Wanne;Ja;TROIS-PONTS;Luik
7861;Wannebecq;Ja;LESSINES;Henegouwen
9772;Wannegem-Lede;Ja;KRUISEM;Oost-Vlaanderen 
4280;Wansin;Ja;HANNUT;Luik
4520;WANZE;Neen;WANZE;Luik
9340;Wanzele;Ja;LEDE;Oost-Vlaanderen 
7548;Warchin;Ja;TOURNAI;Henegouwen
7740;Warcoing;Ja;PECQ;Henegouwen
6600;Wardin;Ja;BASTOGNE;Luxemburg
8790;WAREGEM;Neen;WAREGEM;West-Vlaanderen
4300;WAREMME;Neen;WAREMME;Luik
4217;Waret-L'Evêque;Ja;HÉRON;Luik
5310;Waret-La-Chaussée;Ja;EGHEZÉE;Namen
5080;Warisoulx;Ja;LA BRUYÈRE;Namen
5537;Warnant;Ja;ANHÉE;Namen
4530;Warnant-Dreye;Ja;VILLERS-LE-BOUILLET;Luik
7340;Warquignies;Ja;COLFONTAINE;Henegouwen
4608;Warsage;Ja;DALHEM;Luik
4590;Warzée;Ja;OUFFET;Luik
7340;Wasmes;Ja;COLFONTAINE;Henegouwen
7604;Wasmes-Audemez-Briffoeil;Ja;PÉRUWELZ;Henegouwen
7390;Wasmuel;Ja;QUAREGNON;Henegouwen
4219;WASSEIGES;Neen;WASSEIGES;Luik
9988;Waterland-Oudeman;Ja;SINT-LAUREINS;Oost-Vlaanderen 
1410;WATERLOO;Neen;WATERLOO;Waals-Brabant
1170;WATERMAAL-BOSVOORDE;Neen;WATERMAAL-BOSVOORDE;Brussel (19 gemeenten)
9988;Watervliet;Ja;SINT-LAUREINS;Oost-Vlaanderen 
8978;Watou;Ja;POPERINGE;West-Vlaanderen
7910;Wattripont;Ja;FRASNES-LEZ-ANVAING;Henegouwen
7131;Waudrez;Ja;BINCHE;Henegouwen
5540;Waulsort;Ja;HASTIÈRE;Namen
1440;Wauthier-Braine;Ja;BRAINE-LE-CHÂTEAU;Waals-Brabant
1300;WAVRE;Neen;WAVRE;Waals-Brabant
5580;Wavreille;Ja;ROCHEFORT;Namen
6210;Wayaux;Ja;LES BONS VILLERS;Henegouwen
1474;Ways;Ja;GENAPPE;Waals-Brabant
3290;Webbekom;Ja;DIEST;Vlaams-Brabant
2275;Wechelderzande;Ja;LILLE;Antwerpen
2381;Weelde;Ja;RAVELS;Antwerpen
1982;Weerde;Ja;ZEMST;Vlaams-Brabant
2880;Weert;Ja;BORNEM;Antwerpen
4860;Wegnez;Ja;PEPINSTER;Luik
5523;Weillen;Ja;ONHAYE;Namen
4950;WEISMES;Neen;WEISMES;Luik
9700;Welden;Ja;OUDENAARDE;Oost-Vlaanderen 
4840;WELKENRAEDT;Neen;WELKENRAEDT;Luik
9473;Welle;Ja;DENDERLEEUW;Oost-Vlaanderen 
3830;WELLEN;Neen;WELLEN;Limburg
6920;WELLIN;Neen;WELLIN;Luxemburg
1780;WEMMEL;Neen;WEMMEL;Vlaams-Brabant
8420;Wenduine;Ja;DE HAAN;West-Vlaanderen
5100;Wépion;Ja;NAMUR;Namen
4190;Werbomont;Ja;FERRIÈRES;Luik
3118;Werchter;Ja;ROTSELAAR;Vlaams-Brabant
6940;Wéris;Ja;DURBUY;Luxemburg
8610;Werken;Ja;KORTEMARK;West-Vlaanderen
3730;Werm;Ja;HOESELT;Limburg
8940;WERVIK;Neen;WERVIK;West-Vlaanderen
3150;Wespelaar;Ja;HAACHT;Vlaams-Brabant
8434;Westende;Ja;MIDDELKERKE;West-Vlaanderen
2260;WESTERLO;Neen;WESTERLO;Antwerpen
8300;Westkapelle;Ja;KNOKKE-HEIST;West-Vlaanderen
8460;Westkerke;Ja;OUDENBURG;West-Vlaanderen
2390;Westmalle;Ja;MALLE;Antwerpen
2235;Westmeerbeek;Ja;HULSHOUT;Antwerpen
8954;Westouter;Ja;HEUVELLAND;West-Vlaanderen
9230;Westrem;Ja;WETTEREN;Oost-Vlaanderen 
8840;Westrozebeke;Ja;STADEN;West-Vlaanderen
8640;Westvleteren;Ja;VLETEREN;West-Vlaanderen
9230;WETTEREN;Neen;WETTEREN;Oost-Vlaanderen 
8560;WEVELGEM;Neen;WEVELGEM;West-Vlaanderen
7620;Wez-Velvain;Ja;BRUNEHAUT;Henegouwen
3111;Wezemaal;Ja;ROTSELAAR;Vlaams-Brabant
1970;WEZEMBEEK-OPPEM;Neen;WEZEMBEEK-OPPEM;Vlaams-Brabant
3401;Wezeren;Ja;LANDEN;Vlaams-Brabant
6666;Wibrin;Ja;HOUFFALIZE;Luxemburg
9260;WICHELEN;Neen;WICHELEN;Oost-Vlaanderen 
3700;Widooie;Ja;TONGEREN;Limburg
2222;Wiekevorst;Ja;HEIST-OP-DEN-BERG;Antwerpen
8710;WIELSBEKE;Neen;WIELSBEKE;West-Vlaanderen
5100;Wierde;Ja;NAMUR;Namen
7608;Wiers;Ja;PÉRUWELZ;Henegouwen
5571;Wiesme;Ja;BEAURAING;Namen
9280;Wieze;Ja;LEBBEKE;Oost-Vlaanderen 
7370;Wihéries;Ja;DOUR;Henegouwen
4452;Wihogne;Ja;JUPRELLE;Luik
3990;Wijchmaal;Ja;PEER;Limburg
3850;Wijer;Ja;NIEUWERKERKEN;Limburg
3018;Wijgmaal;Ja;LEUVEN;Vlaams-Brabant
2110;WIJNEGEM;Neen;WIJNEGEM;Antwerpen
3670;Wijshagen;Ja;OUDSBERGEN;Limburg
8953;Wijtschate;Ja;HEUVELLAND;West-Vlaanderen
3803;Wilderen;Ja;SINT-TRUIDEN;Limburg
7904;Willaupuis;Ja;LEUZE-EN-HAINAUT;Henegouwen
3370;Willebringen;Ja;BOUTERSEM;Vlaams-Brabant
2830;WILLEBROEK;Neen;WILLEBROEK;Antwerpen
7506;Willemeau;Ja;TOURNAI;Henegouwen
5575;Willerzie;Ja;GEDINNE;Namen
2610;Wilrijk;Ja;ANTWERPEN;Antwerpen
3012;Wilsele;Ja;LEUVEN;Vlaams-Brabant
8431;Wilskerke;Ja;MIDDELKERKE;West-Vlaanderen
3501;Wimmertingen;Ja;HASSELT;Limburg
5570;Winenne;Ja;BEAURAING;Namen
8750;WINGENE;Neen;WINGENE;West-Vlaanderen
3020;Winksele;Ja;HERENT;Vlaams-Brabant
3722;Wintershoven;Ja;KORTESSEM;Limburg
6860;Witry;Ja;LÉGLISE;Luxemburg
7890;Wodecq;Ja;ELLEZELLES;Henegouwen
8640;Woesten;Ja;VLETEREN;West-Vlaanderen
6780;Wolkrange;Ja;MESSANCY;Luxemburg
1861;Wolvertem;Ja;MEISE;Vlaams-Brabant
2160;WOMMELGEM;Neen;WOMMELGEM;Antwerpen
3350;Wommersom;Ja;LINTER;Vlaams-Brabant
4690;Wonck;Ja;BASSENGE;Luik
9032;Wondelgem;Ja;GENT;Oost-Vlaanderen 
9800;Wontergem;Ja;DEINZE;Oost-Vlaanderen 
9790;Wortegem;Ja;WORTEGEM-PETEGEM;Oost-Vlaanderen 
9790;WORTEGEM-PETEGEM;Neen;WORTEGEM-PETEGEM;Oost-Vlaanderen 
2323;Wortel;Ja;HOOGSTRATEN;Antwerpen
9550;Woubrechtegem;Ja;HERZELE;Oost-Vlaanderen 
8600;Woumen;Ja;DIKSMUIDE;West-Vlaanderen
8670;Wulpen;Ja;KOKSIJDE;West-Vlaanderen
8952;Wulvergem;Ja;HEUVELLAND;West-Vlaanderen
8630;Wulveringem;Ja;VEURNE;West-Vlaanderen
2990;WUUSTWEZEL;Neen;WUUSTWEZEL;Antwerpen
4652;Xhendelesse;Ja;HERVE;Luik
4432;Xhendremael;Ja;ANS;Luik
4190;Xhoris;Ja;FERRIÈRES;Luik
4550;Yernée-Fraineux;Ja;NANDRIN;Luik
7512;Yves Rocher;;Yves Rocher;
7513;Yves Rocher;;Yves Rocher;
5650;Yves-Gomezée;Ja;WALCOURT;Namen
5530;YVOIR;Neen;YVOIR;Namen
9080;Zaffelare;Ja;LOCHRISTI;Oost-Vlaanderen 
9506;Zandbergen;Ja;GERAARDSBERGEN;Oost-Vlaanderen 
8680;Zande;Ja;KOEKELARE;West-Vlaanderen
2240;ZANDHOVEN;Neen;ZANDHOVEN;Antwerpen
2040;Zandvliet;Ja;ANTWERPEN;Antwerpen
8400;Zandvoorde;Ja;OOSTENDE;West-Vlaanderen
8980;Zandvoorde;Ja;ZONNEBEKE;West-Vlaanderen
9500;Zarlardinge;Ja;GERAARDSBERGEN;Oost-Vlaanderen 
8610;Zarren;Ja;KORTEMARK;West-Vlaanderen
1930;ZAVENTEM;Neen;ZAVENTEM;Vlaams-Brabant
8210;ZEDELGEM;Neen;ZEDELGEM;West-Vlaanderen
8380;Zeebrugge;Ja;BRUGGE;West-Vlaanderen
9660;Zegelsem;Ja;BRAKEL;Oost-Vlaanderen 
9240;ZELE;Neen;ZELE;Oost-Vlaanderen 
3545;Zelem;Ja;HALEN;Limburg
1731;Zellik;Ja;ASSE;Vlaams-Brabant
9060;ZELZATE;Neen;ZELZATE;Oost-Vlaanderen 
1980;ZEMST;Neen;ZEMST;Vlaams-Brabant
3800;Zepperen;Ja;SINT-TRUIDEN;Limburg
